Index,HealthSystem,Name,Adr1,Adr2,City,State,ZipCode,Lat,Lng
8843,Genesis Health System,Genesis Sports Concussion Clinic,4700 East 56th Street,,Davenport,IA,52807,,
8844,Genesis Health System,Genesis Center for Digestive Health,2222 53rd Avenue,,Bettendorf,IA,52722,,
8845,Genesis Health System,Genesis Cancer Genetics,1228 East Rusholme Street,"Medical Office Building #1, 2nd floor",Davenport,IA,52803,,
8846,Genesis Health System,Genesis Center for Breast Health,1228 East Rusholme Street,"Medical Office Building #1, 2nd floor",Davenport,IA,52803,,
8847,Genesis Health System,Genesis Center for Weight Management,1230 East Rusholme Street,"Medical Office Building 2, Suite 101",Davenport,IA,52803,,
8848,Sutter Health,Albany Care Center,500 San Pablo Avenue,,Albany,CA,94706,37.897499,-122.302
8849,Sutter Health,Albany Center Lab,500 San Pablo Avenue,,Albany,CA,94706,37.897701,-122.302
8850,Sutter Health,Alhambra Medical Office,1201 Alhambra Blvd.,,Sacramento,CA,95816,38.57,-121.466
8851,Sutter Health,Alhambra Sutter Occupational Health,Suite 210,,Sacramento,CA,95816,38.57,-121.466
8852,Sutter Health,Alta Bates Campus Birth Center,2450 Ashby Avenue,,Berkeley,CA,94705,37.855701,-122.257
8853,Sutter Health,Alta Bates Campus Diagnostic Imaging,2450 Ashby Avenue,,Berkeley,CA,94705,37.8554,-122.257
8854,Sutter Health,Alta Bates Campus Emergency Department,2450 Ashby Avenue,,Berkeley,CA,94705,37.8554,-122.257
8855,Sutter Health,Alta Bates Campus Lab,2450 Ashby Avenue,,Berkeley,CA,94705,37.8554,-122.257
8856,Sutter Health,Alta Bates Campus Telegraph Care Center,3030 Telegraph Avenue,,Berkeley,CA,94705,37.854801,-122.26
8857,Sutter Health,Alta Bates High Risk Infant Follow Up Clinic,3011 Telegraph Avenue,,Berkeley,CA,94705,37.855701,-122.259
8858,Sutter Health,Alta Bates Outpatient Services,5730 Telegraph Avenue,,Oakland,CA,94609,37.8438,-122.261
8859,Sutter Health,Alta Bates Summit Imaging,Ground Floor,,Oakland,CA,94609,37.820099,-122.264
8860,Sutter Health,Alta Bates Summit Outpatient Pharmacy (ABSOP),Suite 2182,,Berkeley,CA,94704,37.864201,-122.269
8861,Sutter Health,Antioch Care Center,4053 Lone Tree Way,,Antioch,CA,94509,37.976501,-121.8
8862,Sutter Health,Antioch Center Imaging,4053 Lone Tree Way,,Antioch,CA,94509,37.976501,-121.8
8863,Sutter Health,Antioch Center Lab,4053 Lone Tree Way,,Antioch,CA,94509,37.9771,-121.802
8864,Sutter Health,Antioch Urgent Care,Suite 101,,Antioch,CA,94509,37.9771,-121.802
8865,Sutter Health,Apogee Surgery Center,1238 West Street,,Redding,CA,96001,40.5853,-122.399
8866,Sutter Health,Aptos Center,7600 Old Dominion Court,,Aptos,CA,95003,36.979401,-121.91
8867,Sutter Health,Aptos Center Imaging,1st Floor,,Aptos,CA,95003,36.979401,-121.91
8868,Sutter Health,Aptos Center Lab,1st Floor,,Aptos,CA,95003,36.979401,-121.91
8869,Sutter Health,Aptos Walk-In Care,26 Rancho Del Mar,,Aptos,CA,95003,36.978199,-121.908
8870,Sutter Health,Auburn Sierra Medical Office,11795 Education Street,,Auburn,CA,95602,38.944698,-121.099
8871,Sutter Health,Auburn Urgent Care,Suite 201,,Auburn,CA,95602,38.944698,-121.099
8872,Sutter Health,Behavioral Health Center,Suite 2A,,Modesto,CA,95355,37.687801,-120.977
8873,Sutter Health,Bell Road Care Center,3320 Bell Road,,Auburn,CA,95603,38.9422,-121.106
8874,Sutter Health,Bell Road Lab(Temporarily Closed),3288 Bell Road,,Auburn,CA,95603,38.942501,-121.104
8875,Sutter Health,Berkeley Urgent Care,2500 Milvia Street,,Berkeley,CA,94704,37.8633,-122.27
8876,Sutter Health,Brentwood Care Center,350 John Muir Parkway,,Brentwood,CA,94513,37.919899,-121.734
8877,Sutter Health,Brentwood Center Lab,Suite 160,,Brentwood,CA,94513,37.919899,-121.734
8878,Sutter Health,Briggsmore Specialty Center,1409 East Briggsmore Avenue,,Modesto,CA,95355,37.6674,-120.973
8879,Sutter Health,Briggsmore Specialty Center Imaging,1409 East Briggsmore Avenue,,Modesto,CA,95355,37.6674,-120.973
8880,Sutter Health,Briggsmore Specialty Center Lab,1409 East Briggsmore Avenue,,Modesto,CA,95355,37.6674,-120.973
8881,Sutter Health,Briggsmore Specialty Surgery Care Center,1409 East Briggsmore Avenue,,Modesto,CA,95355,37.6674,-120.973
8882,Sutter Health,Buhler Specialty Pavilion,2800 L Street,,Sacramento,CA,95816,38.571098,-121.47
8883,Sutter Health,Burlingame Center,Building B,,Burlingame,CA,94010,37.592098,-122.383
8884,Sutter Health,Burlingame Center Imaging,"Building B, 1st Floor",,Burlingame,CA,94010,37.5923,-122.382
8885,Sutter Health,Burlingame Center Lab,"Building B, 1st Floor",,Burlingame,CA,94010,37.5923,-122.382
8886,Sutter Health,Burlingame Outreach Clinic,Suite 215,,Burlingame,CA,94010,37.5924,-122.382
8887,Sutter Health,California Pacific Regional Rehabilitation Center at CPMC,L142,,San Francisco,CA,94114,37.769001,-122.436
8888,Sutter Health,Capitol City Surgery Center,Suite 100,,Sacramento,CA,95815,38.598801,-121.445
8889,Sutter Health,Capitola Center,815 Bay Avenue,,Capitola,CA,95010,36.9809,-121.957
8890,Sutter Health,Capitola Center Lab(Temporarily Closed),815 Bay Avenue,,Capitola,CA,95010,36.9809,-121.957
8891,Sutter Health,Carlsbad Surgery Center,Suite 100,,Carlsbad,CA,92011,33.118198,-117.319
8892,Sutter Health,Carol Ann Read Breast Health Center,Ground Floor,,Oakland,CA,94609,37.820099,-122.264
8893,Sutter Health,Castro & Duboce Streets Care Center,Castro and Duboce Streets,,San Francisco,CA,94114,37.762402,-122.434
8894,Sutter Health,Castro Valley Care Center,20101 Lake Chabot Road,,Castro Valley,CA,94546,37.698002,-122.087
8895,Sutter Health,Castro Valley Center Imaging,20101 Lake Chabot Road,,Castro Valley,CA,94546,37.698399,-122.089
8896,Sutter Health,Castro Valley Center Lab,20101 Lake Chabot Road,,Castro Valley,CA,94546,37.698502,-122.089
8897,Sutter Health,Castro Valley Urgent Care,20101 Lake Chabot Road,,Castro Valley,CA,94546,37.698502,-122.089
8898,Sutter Health,Ceres Care Center,2516 East Whitmore Avenue,,Ceres,CA,95307,37.594299,-120.949
8899,Sutter Health,Ceres Care Center Lab,2516 East Whitmore Avenue,,Ceres,CA,95307,37.594299,-120.949
8900,Sutter Health,Chico Outreach Clinic,Suite 3,,Chico,CA,95926,39.743,-121.85
8901,Sutter Health,Citrus Heights Walk-In Care,Suite 3,,Citrus Heights,CA,95610,38.665298,-121.271
8902,Sutter Health,Coast Surgery Center,Suite 100,,San Diego,CA,92123,32.805599,-117.15
8903,Sutter Health,Commercial Crossing Center,2850 Commercial Crossing,,Santa Cruz,CA,95065,36.987999,-121.982
8904,Sutter Health,Concord Outreach Clinic,2222 East Street,,Concord,CA,94520,37.9814,-122.033
8905,Sutter Health,Concord Walk-In Care,2095 Diamond Blvd.,,Concord,CA,94520,37.973,-122.058
8906,Sutter Health,"CPMC Birth Center, Mission Bernal Campus",3555 Cesar Chavez Street,,San Francisco,CA,94110,37.747101,-122.421
8907,Sutter Health,"CPMC Birth Center, Van Ness Campus",1101 Van Ness Avenue,,San Francisco,CA,94109,37.7859,-122.422
8908,Sutter Health,CPMC California Campus,3700 California Street,,San Francisco,CA,94118,37.786499,-122.456
8909,Sutter Health,CPMC Coming Home Hospice,115 Diamond Street,,San Francisco,CA,94102,37.760399,-122.437
8910,Sutter Health,CPMC COVID Testing,"Monteagle Medical Office Building, 1st Floor",,San Francisco,CA,94110,37.7467,-122.421
8911,Sutter Health,CPMC Davies Campus,Castro and Duboce Streets,,San Francisco,CA,94114,37.769001,-122.436
8912,Sutter Health,CPMC Department of Ophthalmology,Suite 250,,San Francisco,CA,94102,37.782001,-122.421
8913,Sutter Health,"CPMC Emergency, Davies Campus",N. Tower Level A,,San Francisco,CA,94114,37.769001,-122.436
8914,Sutter Health,"CPMC Emergency, Mission Bernal Campus",3555 Cesar Chavez Street,,San Francisco,CA,94110,37.747101,-122.421
8915,Sutter Health,"CPMC Emergency, Pacific Campus - CLOSED",First Floor,,San Francisco,CA,94115,37.7906,-122.431
8916,Sutter Health,"CPMC Emergency, Van Ness Campus",1260 Franklin Street,,San Francisco,CA,94109,37.785999,-122.422
8917,Sutter Health,"CPMC Imaging, Mission Bernal Campus, 1580 Valencia Street",Floor 4,,San Francisco,CA,94110,37.7467,-122.421
8918,Sutter Health,"CPMC Imaging, Van Ness Campus, 1100 Van Ness Avenue",Suite 200,,San Francisco,CA,94109,37.785999,-122.421
8919,Sutter Health,Daly City Center Imaging,Suite 111,,Daly City,CA,94015,37.665199,-122.476
8920,Sutter Health,Daly City Center Lab,Suite 111,,Daly City,CA,94015,37.665199,-122.476
8921,Sutter Health,Danville Center,Suite 100,,Danville,CA,94526,37.807201,-121.992
8922,Sutter Health,Danville Center Imaging,"1st Floor, Suite 100",,Danville,CA,94526,37.807201,-121.992
8923,Sutter Health,Danville Community Health Resource Center,Suite 100,,Danville,CA,94526,37.807201,-121.992
8924,Sutter Health,Davis Urgent Care,Suite 101,,Davis,CA,95616,38.5625,-121.771
8925,Sutter Health,Davis Walk-In Care,Suite 130,,Davis,CA,95618,38.555199,-121.698
8926,Sutter Health,Disabled Community Health Clinic (DCHC),2nd Floor,,Berkeley,CA,94704,37.863899,-122.269
8927,Sutter Health,Dorothy Schneider Cancer Center,100 South San Mateo Drive,,San Mateo,CA,94401,37.564999,-122.326
8928,Sutter Health,Dublin Community Health Resource Center,First Floor,,Dublin,CA,94568,37.705101,-121.873
8929,Sutter Health,Dublin Cosmetic Surgery Center,Floor 2,,Dublin,CA,94568,37.705002,-121.872
8930,Sutter Health,Dublin Outreach Clinic(Temporarily Closed),4050 Dublin Blvd.,,Dublin,CA,94568,37.705101,-121.873
8931,Sutter Health,Dublin Pediatric Urgent Care,1st Floor,,Dublin,CA,94568,37.705101,-121.873
8932,Sutter Health,Dublin Physical Therapy,Suite 320,,Dublin,CA,94568,37.705002,-121.872
8933,Sutter Health,Dublin Sleep Disorders Center,4000 Dublin Blvd.,,Dublin,CA,94568,37.705002,-121.872
8934,Sutter Health,Dublin Walk-In Care,3918 Fallon Road,,Dublin,CA,94568,37.705898,-121.851
8935,Sutter Health,East Bay AIDS Center (EBAC),2nd Floor,,Oakland,CA,94609,37.820099,-122.264
8936,Sutter Health,East Bay AIDS Center (EBAC) Pharmacy,Room 2403,,Oakland,CA,94609,37.820099,-122.264
8937,Sutter Health,East Bay Endoscopy Center,Suite 100,,Emeryville,CA,94608,37.840099,-122.291
8938,Sutter Health,East Palo Alto Care Center,1950 University Avenue,,East Palo Alto,CA,94303,37.459301,-122.142
8939,Sutter Health,Eden Medical Center,20103 Lake Chabot Road,,Castro Valley,CA,94546,37.698299,-122.09
8940,Sutter Health,Eden Medical Center Birth Center,20103 Lake Chabot Road,,Castro Valley,CA,94546,37.698399,-122.089
8941,Sutter Health,Eden Medical Center Emergency Department,20103 Lake Chabot Road,,Castro Valley,CA,94546,37.698299,-122.09
8942,Sutter Health,Eden Medical Center Imaging,20103 Lake Chabot Road,,Castro Valley,CA,94546,37.698299,-122.09
8943,Sutter Health,Eden Medical Center Lab,20103 Lake Chabot Road,,Castro Valley,CA,94546,37.698299,-122.09
8944,Sutter Health,Eden Radiation Oncology Center,20126 Stanton Avenue,,Castro Valley,CA,94546,37.697201,-122.09
8945,Sutter Health,El Dorado Hills Walk-In Care,Suite 80,,El Dorado Hills,CA,95762,38.655998,-121.07
8946,Sutter Health,Elk Grove Urgent Care,Suite 113,,Elk Grove,CA,95758,38.421001,-121.405
8947,Sutter Health,Elk Grove Walk-In Care,Suite 180,,Elk Grove,CA,95758,38.407398,-121.449
8948,Sutter Health,Eureka Outreach Clinic(Temporarily Closed),2367 Harrison Avenue,,Eureka,CA,95501,40.785702,-124.139
8949,Sutter Health,Eye Care Center,Suite C,,Modesto,CA,95350,37.6894,-120.979
8950,Sutter Health,Fairfield Occupational Health,2702 Low Court,,Fairfield,CA,94534,38.236599,-122.085
8951,Sutter Health,Fairfield Urgent Care,2702 Low Court,,Fairfield,CA,94534,38.237099,-122.085
8952,Sutter Health,Fairmont Avenue Care Center,"Suites 130, 200",,Lodi,CA,95240,38.120499,-121.287
8953,Sutter Health,Fairmont Avenue Care Center Imaging,Suite 130,,Lodi,CA,95240,38.120499,-121.287
8954,Sutter Health,Fairmont Avenue Care Center Lab,999 South Fairmont Avenue,,Lodi,CA,95240,38.120499,-121.287
8955,Sutter Health,Fairmont Specialty Center,918 South Fairmont Avenue,,Lodi,CA,95240,38.122101,-121.285
8956,Sutter Health,Folsom Urgent Care,Suite 160,,Folsom,CA,95630,38.658798,-121.13
8957,Sutter Health,Folsom Walk-In Care,Suite 600,,Folsom,CA,95630,38.656101,-121.121
8958,Sutter Health,Fort Sutter Surgery Center,Suite 525,,Sacramento,CA,95816,38.572899,-121.469
8959,Sutter Health,Fremont Center,3200 Kearney Street,,Fremont,CA,94538,37.5481,-121.974
8960,Sutter Health,Fremont Center Imaging,"Building 1, 1st Floor",,Fremont,CA,94538,37.5481,-121.974
8961,Sutter Health,Fremont Center Lab,"Level 1, Building 1",,Fremont,CA,94538,37.5481,-121.974
8962,Sutter Health,Fremont Center Pediatric Urgent Care,"Level 1, Building 1",,Fremont,CA,94538,37.5481,-121.974
8963,Sutter Health,Fremont Center Urgent Care,"Level 1, Building 1",,Fremont,CA,94538,37.5481,-121.974
8964,Sutter Health,Fremont Community Health Resource Center,"Building 2, First Floor",,Fremont,CA,94538,37.5481,-121.974
8965,Sutter Health,Fremont Psychiatry,Suite 310,,Fremont,CA,94538,37.547199,-121.973
8966,Sutter Health,Fremont Sleep Medicine,Suite 300,,Fremont,CA,94538,37.547401,-121.973
8967,Sutter Health,Fresno Outreach Clinic,Suite 103,,Fresno,CA,93720,36.836601,-119.768
8968,Sutter Health,Golden Gate Endoscopy Center,3370 Geary Blvd.,,San Francisco,CA,94401,37.781502,-122.455
8969,Sutter Health,Greenback Oaks Professional Business Park,5765 Greenback Lane,,Sacramento,CA,95841,38.681599,-121.328
8970,Sutter Health,Health Pavilion,5700 Telegraph Avenue,,Oakland,CA,94609,37.843201,-122.261
8971,Sutter Health,Herrick Campus Imaging,2001 Dwight Way,,Berkeley,CA,94704,37.863899,-122.269
8972,Sutter Health,Hollister Cardiovascular & Thoracic Surgery,Suite A,,Hollister,CA,95023,36.839802,-121.385
8973,Sutter Health,Imaging and Mammography Center,5730 Telegraph Avenue,,Oakland,CA,94609,37.843498,-122.261
8974,Sutter Health,Kahi Mohala,91-2301 Old Fort Weaver Road,,Ewa Beach,HI,96706,21.373501,-158.032
8975,Sutter Health,Kettleman Care Center,1335 South Fairmont Avenue,,Lodi,CA,95242,38.115799,-121.286
8976,Sutter Health,Kettleman Care Center Lab,1335 South Fairmont Avenue,,Lodi,CA,95242,38.115799,-121.286
8977,Sutter Health,Lodi Avenue Care Center,Suite P,,Lodi,CA,95242,38.1297,-121.289
8978,Sutter Health,Los Gatos Center,15400 Los Gatos Blvd.,,Los Gatos,CA,95032,37.245602,-121.957
8979,Sutter Health,Los Gatos Center Imaging,15400 Los Gatos Blvd.,,Los Gatos,CA,95032,37.245602,-121.957
8980,Sutter Health,Los Gatos Center Lab,15400 Los Gatos Blvd.,,Los Gatos,CA,95032,37.245399,-121.957
8981,Sutter Health,Los Gatos Center Urgent Care,1st Floor,,Los Gatos,CA,95032,37.245399,-121.957
8982,Sutter Health,Los Gatos Gastroenterology,360 Dardanelli Lane,,Los Gatos,CA,95032,37.262901,-121.967
8983,Sutter Health,Los Gatos Pediatric Urgent Care,1st Floor,,Los Gatos,CA,95032,37.245399,-121.957
8984,Sutter Health,Los Gatos Winchester Center,15720 Winchester Blvd.,,Los Gatos,CA,95030,37.240101,-121.976
8985,Sutter Health,Los Gatos Winchester Center Imaging,1st Floor,,Los Gatos,CA,95030,37.240299,-121.976
8986,Sutter Health,Magnetic Imaging Affiliates,5730 Telegraph Avenue,,Oakland,CA,94609,37.8438,-122.261
8987,Sutter Health,Main Clinic 600 Coffee Road,600 Coffee Road,,Modesto,CA,95355,37.653099,-120.974
8988,Sutter Health,Main Clinic 600 Coffee Road Lab,600 Coffee Road,,Modesto,CA,95355,37.653099,-120.974
8989,Sutter Health,Main Clinic 600 Coffee Road Radiology,600 Coffee Road,,Modesto,CA,95355,37.653099,-120.974
8990,Sutter Health,Main Clinic 600 Coffee Road Urgent Care,600 Coffee Road,,Modesto,CA,95355,37.653198,-120.974
8991,Sutter Health,Manteca Care Center,165 Saint Dominics Drive,,Manteca,CA,95337,37.798801,-121.246
8992,Sutter Health,Mark West MOB Lab,34 Mark West Springs Road,,Santa Rosa,CA,95403,38.494999,-122.75
8993,Sutter Health,Melchor Pavilion,2490 Hospital Drive,,Mountain View,CA,94040,37.369801,-122.082
8994,Sutter Health,Memorial Hospital Los Banos,520 West I Street,,Los Banos,CA,93635,37.063999,-120.859
8995,Sutter Health,Memorial Hospital Los Banos Emergency Department,520 West I Street,,Los Banos,CA,93635,37.063999,-120.859
8996,Sutter Health,Memorial Hospital Los Banos Family Birth Center,520 West I Street,,Los Banos,CA,93635,37.063999,-120.859
8997,Sutter Health,Memorial Hospital Los Banos Imaging,520 West I Street,,Los Banos,CA,93635,37.063999,-120.859
8998,Sutter Health,Memorial Hospital Los Banos Lab,520 West I Street,,Los Banos,CA,93635,37.063999,-120.859
8999,Sutter Health,Memorial Medical Center,1700 Coffee Road,,Modesto,CA,95355,37.668598,-120.973
9000,Sutter Health,Memorial Medical Center Emergency Department,1700 Coffee Road,,Modesto,CA,95355,37.668598,-120.973
9001,Sutter Health,Memorial Medical Center Family Birth Center,1700 Coffee Road,,Modesto,CA,95355,37.668598,-120.973
9002,Sutter Health,Memorial Medical Center Imaging,1700 Coffee Road,,Modesto,CA,95355,37.668598,-120.973
9003,Sutter Health,Memorial Medical Center Lab,1700 Coffee Road,,Modesto,CA,95355,37.668598,-120.973
9004,Sutter Health,Memorial Medical Center Same Day Surgery Center,1700 Coffee Road,,Modesto,CA,95355,37.668598,-120.973
9005,Sutter Health,Memorial Medical Center Same Day Surgery Center Spanos Court,Suite 200,,Modesto,CA,95355,37.6702,-120.972
9006,Sutter Health,Menlo Park Surgical Hospital,570 Willow Road,,Menlo Park,CA,94025,37.461498,-122.159
9007,Sutter Health,Merritt Peralta Institute (MPI) Treatment Services,5th Floor,,Oakland,CA,94609,37.819302,-122.264
9008,Sutter Health,Mid Peninsula Endoscopy Center,Suite 100,,Burlingame,CA,94010,37.5937,-122.381
9009,Sutter Health,Mills Health Center,100 South San Mateo Drive,,San Mateo,CA,94401,37.5658,-122.326
9010,Sutter Health,Mills Health Center Imaging,100 South San Mateo Drive,,San Mateo,CA,94401,37.5658,-122.326
9011,Sutter Health,"Mills Health Center Lab Satellite Draw Station, San Mateo Campus",100 South San Mateo Drive,,San Mateo,CA,94401,37.564899,-122.326
9012,Sutter Health,Mills Health Center Surgery Center,100 South San Mateo Drive,,San Mateo,CA,94401,37.5658,-122.326
9013,Sutter Health,Mills-Peninsula Emergency Department,1501 Trousdale Drive,,Burlingame,CA,94010,37.592098,-122.383
9014,Sutter Health,Mills-Peninsula Family Birth Center,Building C,,Burlingame,CA,94010,37.5923,-122.382
9015,Sutter Health,Mills-Peninsula Medical Center,1501 Trousdale Drive,,Burlingame,CA,94010,37.5923,-122.382
9016,Sutter Health,Mills-Peninsula Medical Center Imaging,"Building C, 1st Floor",,Burlingame,CA,94010,37.592098,-122.383
9017,Sutter Health,Mills-Peninsula Senior Focus,Suite 10,,Burlingame,CA,94010,37.5937,-122.381
9018,Sutter Health,Mills-Peninsula Senior Focus Adult Day Health Center,Suite 10,,Burlingame,CA,94010,37.5937,-122.381
9019,Sutter Health,Milpitas Walk-In Care,497 East Calaveras Blvd.,,Milpitas,CA,95035,37.433899,-121.898
9020,Sutter Health,Milvia Care Center,2500 Milvia Street,,Berkeley,CA,94704,37.8633,-122.27
9021,Sutter Health,Milvia Center Imaging,2500 Milvia Street,,Berkeley,CA,94704,37.8633,-122.27
9022,Sutter Health,Milvia Center Lab,2500 Milvia Street,,Berkeley,CA,94704,37.8633,-122.27
9023,Sutter Health,Mission Bernal Women�??s Clinic,Suite 508,,San Francisco,CA,94110,37.7467,-122.421
9024,Sutter Health,Modesto Occupational Health,600 Coffee Road,,Modesto,CA,95355,37.653099,-120.974
9025,Sutter Health,Modesto Outreach Clinic,Suite 125,,Modesto,CA,95355,37.6703,-120.972
