GlobalUltimate_Name,Headquarters_Name,BusinessName,Physical_Adr1,Physical_Adr2,Physical_City,Physical_State,Physical_Zip,Physical_Zip4,Country,Telephone
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,191 E Orchard Rd Ste 102,,Littleton,CO,80121,8056,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,50 Tremont St,,Melrose,MA,02176,2721,USA,7819790806
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,140 Haverhill St Ste 2,,Andover,MA,01810,1504,USA,9784757520
Banner Health,Banner Health,Banner Health,10401 W Thunderbird Blvd,,Sun City,AZ,85351,3004,USA,6238324000
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,42 S Queen St,,Littlestown,PA,17340,1602,USA,7173598463
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Tenet Healthcare Corporation,10815 W McDowell Rd # 101,,Avondale,AZ,85392,5007,USA,6234330110
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,280 Central Ave,,White Plains,NY,10606,,USA,9147615022
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2646 S Loop W Ste 330,,Houston,TX,77054,2773,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1290 Wall St W FL 4,,Lyndhurst,NJ,07071,3603,USA,2013935000
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5750 Centre Ave Ste 190,,Pittsburgh,PA,15206,3761,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,642 Washington Rd,,Pittsburgh,PA,15228,1916,USA,4123413031
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1903d Morgantown Rd,,Reading,PA,19607,9620,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,11 W Spring St,,Buffalo,NY,14221,5438,USA,
Banner Health,"Banner-University Medical Center Tucson Campus, LLC","Banner-University Medical Center Tucson Campus, LLC",4291 N Campbell Ave,,Tucson,AZ,85719,1117,USA,5204258900
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2 Penn Blvd Ste 205,,Philadelphia,PA,19144,1403,USA,2158442561
Ascension Health Alliance,Ascension Health Alliance,Ascension Health Alliance,4900 Mueller Blvd,,Austin,TX,78723,3079,USA,5123240000
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,7140 Port Sylvania Dr,,Toledo,OH,43617,1176,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,3501 Knickerbocker Rd,,San Angelo,TX,76904,7610,USA,3259476372
Banner Health,Banner Health,Banner Health,1650 Cowles St,,Fairbanks,AK,99701,5907,USA,9074585421
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2221 W Market St Ste 110,,Pottsville,PA,17901,1806,USA,5706223100
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Health & Wellness Surgery Center, L.P.",1801 Colorado Ave Ste 290,,Turlock,CA,95382,2708,USA,2092163470
Ascension Health Alliance,St. Mary's Healthcare,"Medical Services Enhancement, Inc.",425 Guy Park Ave,,Amsterdam,NY,12010,1043,USA,5188417171
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,6700 Steger Dr,,Cincinnati,OH,45237,3046,USA,5133536000
Tenet Healthcare Corporation,"United Surgical Partners International, Inc.","United Surgical Partners International, Inc.",3050 Post Oak Blvd # 700,,Houston,TX,77056,6527,USA,7133430844
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,409 Congress Pkwy N,,Athens,TN,37303,1613,USA,4232520793
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1603 S Hiawassee Rd,,Orlando,FL,32835,6438,USA,4072923717
Banner Health,Banner Health,Banner Health,2555 E 13th St,,Loveland,CO,80537,5161,USA,
Quest Diagnostics Incorporated,"Ameripath, Inc.","Ameripath, Inc.",900 Earl Frye Blvd Ste D,,Amory,MS,38821,5507,USA,
Baylor Scott & White Health,Baylor Health Care System,Baylor Health Care System,1901 N Macarthur Blvd,,Irving,TX,75061,2220,USA,9725798100
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1739 E Commercial Blvd,,Oakland Park,FL,33334,5737,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,7385 S Broadway,,Red Hook,NY,12571,1745,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,745 Orienta Ave Ste 1051,,Altamonte Springs,FL,32701,5675,USA,4072652712
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,158 E Main St,,Halesite,NY,11743,2988,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,200 S Wenona St Lbby A,,Bay City,MI,48706,8831,USA,9898926593
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc (de)",433 W Baltimore Ave,,Media,PA,19063,2610,USA,
Quest Diagnostics Incorporated,"Ameripath, Inc.","Ameripath, Inc.",4424 Penn Ave Ste 102,,Pittsburgh,PA,15224,1338,USA,
Ascension Health Alliance,Ascension Arizona,Ascension Arizona,857 W Bell Rd Ste 7,,Nogales,AZ,85621,4545,USA,5207613211
Baylor Scott & White Health,Baylor Health Care System,Baylor Health Care System,2001 Bryan St Ste 750,,Dallas,TX,75201,3024,USA,2148203055
Tenet Healthcare Corporation,"Sierra Vista Hospital, Inc.",Sierra Vista Hospital Inc,134 Nelson St Ste A,,Arroyo Grande,CA,93420,3386,USA,
Ascension Health Alliance,Affinity Health System,Affinity Health System,1420 Algoma St,,New London,WI,54961,2104,USA,9209828300
Baylor Scott & White Health,Baylor All Saints Medical Center,All Saints Integrated Affiliates,1400 8th Ave,,Fort Worth,TX,76104,4110,USA,8179262544
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,11 Nevins St Ste 206,,Boston,MA,02135,3514,USA,
Ascension Health Alliance,Ascension Texas,Seton Medical Center Hays,6001 Kyle Pkwy,,Kyle,TX,78640,6112,USA,5125045000
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,851 Main St,,South Weymouth,MA,02190,1612,USA,7813354208
New York University,New York University,New York University,242 Greene St,,New York,NY,10003,6607,USA,2129984667
Tenet Healthcare Corporation,"Tenet Healthsystem Medical, Inc.","Tenet Healthsystem Medical, Inc",,,Houston,TX,77216,,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,7501 Little River Tpke # 301,,Annandale,VA,22003,2997,USA,
Ascension Health Alliance,St. Vincent's East,St. Vincent's East,159 Main St,,Trussville,AL,35173,1435,USA,2056552110
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Tenet Healthcare Corporation,2241 NW Military Hwy,,San Antonio,TX,78213,4988,USA,2105418689
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,100 W Cypress Creek Rd # 940,,Fort Lauderdale,FL,33309,2181,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,132 Onix Dr,,Kennett Square,PA,19348,1885,USA,
Baylor Scott & White Health,Baylor Scott & White Health,Baylor Scott & White Health,9821 China Spring Hwy,,China Spring,TX,76633,,USA,2542027400
Quest Diagnostics Incorporated,Unilab Corporation,Unilab Corporation,905 E San Antonio,,City of Industry,CA,91746,,USA,
Ascension Health Alliance,Alexian Brothers Hospital Network,Bonaventure Group,126 Biesterfield Rd,,Elk Grove Village,IL,60007,3657,USA,8479816098
Tenet Healthcare Corporation,"Tenet Healthsystem Medical, Inc.","Tenet Healthsystem Medical, Inc",3031 W 15th St,,Plano,TX,75075,7633,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,12901 Briggs Rd,,Chester,VA,23831,5335,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,711 Lehmann Dr,,Kerrville,TX,78028,6011,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"R.H.S.C. El Paso, Inc",2700 Colorado Ave,,Santa Monica,CA,90404,3553,USA,3109988000
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,875 Greentree Rd,,Pittsburgh,PA,15220,3508,USA,4129207600
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,533 Michigan Ave,,Holland,MI,49423,4700,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,175 S Waverly Rd,,Holland,MI,49423,7906,USA,
Baylor Scott & White Health,Baylor Health Care System,Healthtexas Provider Network,8080 N Cntrl Expy # 1700,,Dallas,TX,75206,1838,USA,9728608600
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5925 Adams St 100,,Lincoln,NE,68507,2229,USA,
New York University,Winthrop Nyu Hospital,Winthrop Nyu Hospital,120 Mineola Blvd Ste 410,,Mineola,NY,11501,4077,USA,5166632097
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1515 W Atherton Rd Ste 2,,Flint,MI,48507,5300,USA,8102356601
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,4639 Main St,,Bridgeport,CT,06606,1832,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1910 Lake Ave,,Pueblo,CO,81004,3322,USA,
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Northshore Hospital Management Corporation,3820 State St,,Santa Barbara,CA,93105,3182,USA,
Tenet Healthcare Corporation,"Tenet Healthsystem Medical, Inc.","Tenet Healthsystem Medical, Inc.",,,Dallas,TX,75380,,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,211 S Gate Prk B 152,,Cleveland,OH,44137,,USA,
Tenet Healthcare Corporation,"Tenet Healthsystem Hospitals, Inc.","Brookhaven Hospital, Inc",2700 Colorado Ave,,Santa Monica,CA,90404,3553,USA,
Tenet Healthcare Corporation,"Tenet Healthsystem Hospitals, Inc.","Tenetsub Texas, Inc",2700 Colorado Ave,,Santa Monica,CA,90404,3553,USA,3109988000
Tenet Healthcare Corporation,"Tenet Healthsystem Hospitals, Inc.","Tenet Healthcare Sierra Vista Ventures II, Inc.",2700 Colorado Ave,,Santa Monica,CA,90404,3553,USA,3109988000
Tenet Healthcare Corporation,"Tenet Healthsystem Hospitals, Inc.","Tenet Missouri JV, Inc",2700 Colorado Ave,,Santa Monica,CA,90404,3553,USA,3109988000
Quest Diagnostics Incorporated,Unilab Corporation,Unilab Corporation,4944 Sunrise Blvd Ste J,,Fair Oaks,CA,95628,4941,USA,9168632600
Quest Diagnostics Incorporated,Quest Diagnostics Nichols Institute,Quest Diagnostics Nichols Institute,1919 S 40th St,,Omaha,NE,68105,2922,USA,4024740385
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Metroplex Surgicare Partners, Ltd.",1600 Central Dr Ste 180,,Bedford,TX,76022,6029,USA,8175711999
New York University,New York University,New York University,110 W 3rd St,,New York,NY,10012,1003,USA,2129986350
Tenet Healthcare Corporation,Baptist Health System,Baptist Health System,5410 Fredericksburg Rd # 100,,San Antonio,TX,78229,3554,USA,2105410058
Tenet Healthcare Corporation,"Desert Regional Medical Center, Inc.","Desert Regional Medical Center, Inc.",1180 N Indian Canyon Dr,,Palm Springs,CA,92262,4800,USA,7604164613
New York University,New York University,New York University,550 1st Ave,,New York,NY,10016,6402,USA,2122636344
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,215 Toll Gate Rd Ste 102,,Warwick,RI,02886,4460,USA,4017379032
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,310 Maple Ave Ste Lo3,,Barrington,RI,02806,3430,USA,
Baylor Scott & White Health,Baylor Health Care System,Baylor Health Care System,4005 Crutcher St Ste 100,,Dallas,TX,75246,1780,USA,2148202358
Quest Diagnostics Incorporated,"Ameripath, Inc.",Pathology Associates of Texas,1301 Pennsylvania Ave,,Fort Worth,TX,76104,2122,USA,8172505600
Banner Health,"Banner-University Medical Center Tucson Campus, LLC","Banner-University Medical Center Tucson Campus, LLC",1501 N Campbell Ave # 1303,,Tucson,AZ,85724,1,USA,5206946292
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,801 N Tustin Ave Ste 407,,Santa Ana,CA,92705,3608,USA,7145649545
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1094 S State Rd Ste C,,Davison,MI,48423,1904,USA,8106537651
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1 Breakthrough Way,,Las Vegas,NV,89135,3011,USA,4846767000
Banner Health,Banner Health,Banner Health,13555 W McDowell Rd # 103,,Goodyear,AZ,85395,2624,USA,6239321157
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1532 Park Ave Ste 103,,Quakertown,PA,18951,1048,USA,
Ascension Health Alliance,St. John Hospital and Medical Center,St. John Hospital and Medical Center,25689 Kelly Rd,,Roseville,MI,48066,4993,USA,
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,3007 Raeford Rd,,Fayetteville,NC,28303,5391,USA,
Baylor Scott & White Health,Baylor All Saints Medical Center,Baylor All Saints Medical Centers,3301 Airport Fwy Ste 100,,Bedford,TX,76021,6033,USA,
Tenet Healthcare Corporation,The Mac Neal Memorial Hospital Association,The Mac Neal Memorial Hospital Association,6425 Cermak Rd Ste 101,,Berwyn,IL,60402,4602,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2000 Dr N W Atkinson Blvd # 1201,,Alice,TX,78332,4244,USA,3616641617
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,4600 Military Trl,,Jupiter,FL,33458,4810,USA,5617193019
Tenet Healthcare Corporation,"Tenet Healthsystem Medical, Inc.","Tenet Healthsystem Medical, Inc",301 N Jfferson Davis Pkwy,,New Orleans,LA,70119,5311,USA,
Ascension Health Alliance,Presence Legacy Association,Presence Legacy Association,2201 Randall Rd,,Carpentersville,IL,60110,3355,USA,8475511859
Ascension Health Alliance,Seton Ascension,Seton Family of Hospitals,7900 FM 1826,,Austin,TX,78737,1407,USA,5123240138
Ascension Health Alliance,Network Health System Inc,Network Health System Inc,1550 Midway Pl,,Menasha,WI,54952,1165,USA,9207278080
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc (de)",305 Cayuga Rd,,Cheektowaga,NY,14225,1980,USA,
Ascension Health Alliance,"Sacred Heart-Saint Mary's Hospitals, Inc.",Sacred Heart-St Mary's Hospital Inc,207 W Pioneer St,,Crandon,WI,54520,1527,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Nichols Institute,Quest Diagnostics Nichols Institute,4060 4th Ave Ste 125,,San Diego,CA,92103,2173,USA,6192914890
Quest Diagnostics Incorporated,"Ameripath, Inc.","Ameripath, Inc.",3000 United Fdrs Blvd,,Oklahoma City,OK,73112,3958,USA,4058422061
Ascension Health Alliance,St. John Hospital and Medical Center,St. John Hospital and Medical Center,4150 S River Rd,,East China,MI,48054,2915,USA,
Ascension Health Alliance,"Ministry Health Care, Inc.","Ministry Health Care, Inc.",1901 Westwood Center Blvd,,Wausau,WI,54401,2892,USA,
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc.",1001 W Arbrook Blvd # 141,,Arlington,TX,76015,4222,USA,8177945905
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,480 Fourth Ave Ste 101,,Chula Vista,CA,91910,4411,USA,6194254833
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,21 Hospital Dr Ste 265,,Palm Coast,FL,32164,2457,USA,3865863364
Ascension Health Alliance,"Ascension St. Michael's Hospital, Inc.","Ascension St. Michael's Hospital, Inc.",190 Grand Seasons Dr,,Waupaca,WI,54981,8219,USA,7152583650
Quest Diagnostics Incorporated,Unilab Corporation,Unilab Corporation,1328 Natividad Rd,,Salinas,CA,93906,3101,USA,8314243858
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Tenet Healthcare Corporation,9870 Gateway Blvd N,,El Paso,TX,79924,4425,USA,
Banner Health,Banner Health,Banner Health,228 W Railroad Ave,,Fort Morgan,CO,80701,2324,USA,9708670606
Ascension Health Alliance,St. Vincent's East,St. Vincent's East,44 Medical Park Dr E,,Birmingham,AL,35235,3401,USA,2058383660
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1101 Raintree Cir Ste 100,,Allen,TX,75013,4999,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,11350 Pmbrooke Sq Ste 301,,Waldorf,MD,20603,,USA,
Ascension Health Alliance,Bonaventure Group,Bonaventure Group,122 Biesterfield Rd # 126,,Elk Grove Village,IL,60007,3657,USA,8479813500
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5249 Duke St Ste 401,,Alexandria,VA,22304,2907,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,4824 Londonderry Rd,,Harrisburg,PA,17109,5245,USA,7175405505
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc.",15900 Carol Ave,,Harvey,IL,60426,5207,USA,7083394815
Ascension Health Alliance,St John Medical Center Inc,St John Medical Center Inc,1923 E 21st St Ste 100,,Tulsa,OK,74114,1430,USA,
Ascension Health Alliance,St. Vincent's East,St. Vincent's East,2152 Old Springville Rd,,Center Point,AL,35215,4005,USA,2058386000
Ascension Health Alliance,St. Vincent's East,St. Vincent's East,1127 Pecan Ave,,Gardendale,AL,35071,2543,USA,
Ascension Health Alliance,Affinity Health System,Affinity Health System,1160 Service Rd,,Kiel,WI,53042,1281,USA,9208943322
Baylor Scott & White Health,Scott & White Clinic,Scott & White Clinic,2005 W Wallace St Ste 3,,San Saba,TX,76877,3928,USA,3253725163
Ascension Health Alliance,"St. Vincent Hospital and Health Care Center, Inc.","St. Vincent Hospital and Health Care Center, Inc.",309 Medic Way,,Greencastle,IN,46135,2296,USA,7656532626
Tenet Healthcare Corporation,"East Cooper Community Hospital, Inc.","Lowcountry Obstetrics & Gynecology, P.A.",10 Farmfield Ave Ste A,,Charleston,SC,29407,7756,USA,
Ascension Health Alliance,"St. Vincent Hospital and Health Care Center, Inc.","St. Vincent Hospital and Health Care Center, Inc.",55 Brendon Way Ste 800,,Zionsville,IN,46077,1955,USA,
Ascension Health Alliance,"St. Vincent Hospital and Health Care Center, Inc.","St. Vincent Hospital and Health Care Center, Inc.",55 Brendon Way Ste 300,,Zionsville,IN,46077,1955,USA,
Tenet Healthcare Corporation,"Amisub of South Carolina, Inc.","Amisub of South Carolina, Inc.",1690 Highway 160 W,,Fort Mill,SC,29708,8024,USA,8035477541
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,3150 De La Cruz Blvd # 160,,Santa Clara,CA,95054,2450,USA,
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,725 Cherry Rd Ste 146,,Rock Hill,SC,29732,3143,USA,8033275855
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1651 3rd Ave Rm 205,,New York,NY,10128,3679,USA,2123480661
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2 W 86th St APT 3,,New York,NY,10024,3625,USA,2128738757
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,268 3rd Ave,,New York,NY,10010,6313,USA,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics,404 Governors Dr SW,,Huntsville,AL,35801,5124,USA,2565129927
New York University,Winthrop Nyu Hospital,Winthrop Nyu Hospital,700 Hicksville Rd Ste 205,,Bethpage,NY,11714,3472,USA,5165761732
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,1120 N Irwin St,,Hanford,CA,93230,2928,USA,5596887879
